Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów,Pojemność silnika
Toyota,Toyota Yaris 1.0 Active,45600,PLN,Benzyna,49500,2020,Manualna,1.0
Volkswagen,Volkswagen Polo 1.2 TDI MATCH,17900,PLN,Diesel,182000,2012,Manualna,1.2
Audi,Audi A4 Avant,11500,PLN,Diesel,286402,2007,Manualna,NULL
Audi,Audi A3 Limousine,52900,PLN,Benzyna,120000,2015,Automatyczna,NULL
Nissan,Nissan Qashqai,77900,PLN,Benzyna,103690,2021,Automatyczna,NULL
Mitsubishi,Mitsubishi ASX 1.8 DI-D 2WD Edition,33500,PLN,Diesel,135000,2014,Manualna,1.8
Seat,Seat Tarraco,92900,PLN,Benzyna,77663,2022,Manualna,NULL
Seat,Seat Ibiza,67900,PLN,Benzyna,40800,2024,Manualna,NULL
Audi,Audi Q5 2.0 TDI Quattro S tronic sport,84000,PLN,Diesel,165840,2017,Automatyczna,2.0
Audi,Audi A6 Avant,6300,PLN,Diesel,35500,2005,Manualna,NULL
Seat,Seat Arona,74300,PLN,Benzyna,62800,2022,Manualna,NULL
Peugeot,Peugeot 2008,85900,PLN,Benzyna,30370,2024,Automatyczna,NULL
Nissan,Nissan Qashqai,38900,PLN,Diesel,151500,2014,Manualna,NULL
Nissan,Nissan Qashqai,71300,PLN,Benzyna,64300,2019,Automatyczna,NULL
Opel,Opel Astra,33900,PLN,Diesel,194600,2019,Manualna,NULL
Nissan,Nissan Townstar,76900,PLN,Benzyna,96000,2023,Manualna,NULL
Mazda,Mazda 3,79900,PLN,Benzyna,82500,2022,Manualna,NULL
Kia,Kia Venga,38900,PLN,Benzyna,77000,2016,Manualna,NULL
Kia,Kia Stonic,60500,PLN,Benzyna,74400,2023,Manualna,NULL
Citroën,Citroën C1 1.2 Pure Tech Airscape Shine,24900,PLN,Benzyna,99999,2016,Manualna,1.2
Fiat,Fiat Fiorino,14999,PLN,Diesel,135500,2008,Manualna,NULL
Kia,Kia Sportage,119900,PLN,Benzyna,67500,2023,Automatyczna,NULL
Honda,Honda HR-V,82900,PLN,Benzyna,119300,2019,Automatyczna,NULL
Ford,Ford Fiesta,22900,PLN,Benzyna,87570,2015,Manualna,NULL
Mercedes-Benz,Mercedes-Benz CLA,116900,PLN,Diesel,111840,2023,Automatyczna,NULL
Audi,Audi A3 Sportback,85900,PLN,Benzyna,103300,2023,Automatyczna,NULL
Volvo,Volvo XC 40,123900,PLN,Benzyna,69100,2022,Automatyczna,NULL
Volkswagen,Volkswagen Taigo,92900,PLN,Benzyna,10000,2024,Automatyczna,NULL
Skoda,Skoda Superb,162900,PLN,Diesel,49000,2024,Automatyczna,NULL
Porsche,Porsche Cayenne,608714,PLN,Benzyna,10,2025,Automatyczna,NULL
Seat,Seat Leon SC 2.0 TDI Style S&S EU6,23900,PLN,Diesel,246718,2015,Manualna,2.0
Volkswagen,Volkswagen Arteon Shooting Brake,131900,PLN,Diesel,125400,2022,Automatyczna,NULL
Seat,Seat Tarraco,124900,PLN,Diesel,120379,2022,Automatyczna,NULL
Volkswagen,Volkswagen Amarok,164900,PLN,Diesel,23100,2024,Manualna,NULL
SsangYong/KGM,SsangYong/KGM Torres,104900,PLN,Benzyna+LPG,69000,2023,Automatyczna,NULL
Cupra,Cupra Leon Sportstourer,170900,PLN,Benzyna,18250,2024,Automatyczna,NULL
Cupra,Cupra Formentor,96900,PLN,Benzyna,74700,2022,Manualna,NULL
Cupra,Cupra Ateca,112900,PLN,Benzyna,63300,2023,Automatyczna,NULL
Omoda,Omoda E5,109900,PLN,Elektryczny,8400,2024,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz GLA,132900,PLN,Benzyna,61000,2022,Automatyczna,NULL
Skoda,Skoda Superb,114900,PLN,Benzyna,19700,2024,Automatyczna,NULL
Cupra,Cupra Leon Sportstourer,112900,PLN,Benzyna,55000,2022,Automatyczna,NULL
Cupra,Cupra Leon Sportstourer,144900,PLN,Benzyna,71600,2022,Automatyczna,NULL
Chery,Chery Tiggo 8,145900,PLN,Hybryda Plug-in,14658,2025,Automatyczna,NULL
BMW,BMW Seria 4,162900,PLN,Benzyna,102400,2022,Automatyczna,NULL
BMW,BMW X5 M,179900,PLN,Diesel,158900,2019,Automatyczna,NULL
BMW,BMW Seria 3,93900,PLN,Diesel,79000,2021,Automatyczna,NULL
Skoda,Skoda Superb,129000,PLN,Diesel,80000,2022,Automatyczna,NULL
BAIC,BAIC 7,123900,PLN,Benzyna,33600,2024,Automatyczna,NULL
Hyundai,Hyundai Tucson,108900,PLN,Hybryda,77600,2021,Automatyczna,NULL
Ford,Ford Escape 2.0 EcoBoost AWD Titanium,51500,PLN,Benzyna,117,2019,Automatyczna,2.0
Audi,Audi A3 Sportback,103900,PLN,Benzyna,17700,2023,Automatyczna,NULL
Ford,Ford Fiesta,6500,PLN,Diesel,290000,2009,Manualna,NULL
Opel,Opel Antara,22900,PLN,Diesel,136,2009,Manualna,NULL
Chevrolet,Chevrolet Orlando,22900,PLN,Benzyna,236000,2011,Manualna,NULL
Hyundai,Hyundai i20,31900,PLN,Benzyna,120000,2016,Manualna,NULL
Ford,Ford Focus,12500,PLN,Benzyna+LPG,118000,2016,Automatyczna,NULL
Volkswagen,Volkswagen Passat,89900,PLN,Diesel,114205,2020,Automatyczna,NULL
Audi,Audi A3 Sportback 1.4 TFSI CoD ultra Ambition,22900,PLN,Benzyna,81600,2015,Manualna,1.4
Audi,Audi A3 Limousine,75000,PLN,Benzyna,81000,2019,Automatyczna,NULL
Subaru,Subaru Impreza,69900,PLN,Benzyna,175000,2004,Manualna,NULL
Renault,Renault Megane 1.5 dCi Confort Expression,11900,PLN,Diesel,290771,2010,Manualna,1.5
Ford,Ford Focus C-Max 1.8 Ghia,6500,PLN,Benzyna,214843,2006,Manualna,1.8
Seat,Seat Ateca 2.0 TDI 4Drive DSG XCELLENCE,59900,PLN,Diesel,193000,2016,Automatyczna,2.0
Volkswagen,Volkswagen Polo 1.4 Comfortline,21990,PLN,Benzyna,189000,2010,Manualna,1.4
BMW,BMW Seria 3 318i,95000,PLN,Benzyna,78300,2018,Automatyczna,NULL
Nissan,Nissan Qashqai 1.3 DIG-T MHEV N-Connecta,85900,PLN,Benzyna,79000,2023,Manualna,1.3
Mercedes-Benz,Mercedes-Benz Klasa C 200 mHEV 4-Matic AMG,149900,PLN,Benzyna,65000,2022,Automatyczna,NULL
BMW,BMW X3 xDrive30i M Sport sport,123900,PLN,Benzyna,83200,2021,Automatyczna,NULL
Ford,Ford EcoSport 1.0 EcoBoost TREND,39900,PLN,Benzyna,72800,2018,Automatyczna,1.0
Ford,Ford Focus,9500,PLN,Benzyna+LPG,228500,2009,Manualna,NULL
Volkswagen,Volkswagen Passat 1.4 TSI BMT ACT Highline DSG,51500,PLN,Benzyna,120000,2017,Automatyczna,1.4
Toyota,Toyota Yaris Hybrid 1.5 Executive,95000,PLN,Hybryda,23133,2023,Automatyczna,1.5
Toyota,Toyota Tundra,239500,PLN,Benzyna,45000,2023,Automatyczna,NULL
BMW,BMW Seria 6 640d,79900,PLN,Diesel,246000,2014,Automatyczna,NULL
Jeep,Jeep Cherokee 2.0 Multijet Limited,41999,PLN,Diesel,175000,2014,Manualna,2.0
BMW,BMW Seria 3 323Ci,26900,PLN,Benzyna+LPG,315000,2000,Manualna,NULL
Kia,Kia Ceed 1.5 T-GDI OPF Nightline Edition,64700,PLN,Benzyna,23210,2022,Manualna,1.5
Mercedes-Benz,Mercedes-Benz GLC 300 mHEV 4-Matic AMG Line,269000,PLN,Benzyna,47500,2023,Automatyczna,NULL
Subaru,Subaru Forester,19000,PLN,Benzyna+LPG,156115,2010,Automatyczna,NULL
Volkswagen,Volkswagen Caddy 2.0 TDI,77500,PLN,Diesel,77000,2021,Manualna,2.0
Hyundai,Hyundai i30 1.4 Style,32900,PLN,Benzyna,175676,2015,Manualna,1.4
Chevrolet,Chevrolet Aveo 1.2 16V Base+ / Classic+,8900,PLN,Benzyna,108000,2011,Manualna,1.2
Renault,Renault Thalia 1.2 16V Alize,1800,PLN,Benzyna+LPG,158000,2008,Manualna,1.2
Opel,Opel Mokka 1.4 T Cosmo EU6,42600,PLN,Benzyna,96849,2015,Manualna,1.4
Mitsubishi,Mitsubishi Pajero,7000,PLN,Benzyna,10,1988,Manualna,NULL
Volvo,Volvo S80 D4 Drive-E Summum,44900,PLN,Diesel,220000,2015,Automatyczna,NULL
Audi,Audi Q7,33000,PLN,Diesel,227000,2009,Automatyczna,NULL
Hyundai,Hyundai Kona 1.6 T-GDI DCT 4WD Premium,59900,PLN,Benzyna,66455,2017,Automatyczna,1.6
Dacia,Dacia Duster TCe 125 2WD Comfort,28700,PLN,Benzyna,147400,2016,Manualna,NULL
Peugeot,Peugeot 308 1.6 BlueHDi Active S&S,26900,PLN,Diesel,174000,2015,Manualna,1.6
Audi,Audi A4 Avant,4600,PLN,Diesel,420000,2005,Manualna,NULL
Mercedes-Benz,Mercedes-Benz 280,24750,PLN,Benzyna,116000,2006,Automatyczna,NULL
BMW,BMW X4,92000,PLN,Diesel,170000,2017,Automatyczna,NULL
Skoda,Skoda Octavia 1.9 TDI Ambiente,2900,PLN,Diesel,297613,2001,Manualna,1.9
Volvo,Volvo S80,28500,PLN,Diesel,216000,2009,Automatyczna,NULL
Fiat,Fiat 500 1.2 8V Pop,15900,PLN,Benzyna,127796,2008,Manualna,1.2
Kia,Kia Sportage 1.6 GDI M 2WD,39100,PLN,Benzyna,127000,2014,Manualna,1.6
Skoda,Skoda Fabia 1.0 TSI Style Color,21900,PLN,Benzyna,56000,2018,Manualna,1.0
Skoda,Skoda Scala 1.5 TSI Ambition DSG,72900,PLN,Benzyna,72536,2023,Automatyczna,1.5
Opel,Opel Astra 1.4 Turbo ENERGY,24900,PLN,Benzyna,159500,2014,Manualna,1.4
Opel,Opel Astra 2.0 CDTI DPF ecoFLEX SportsTourer Start/Stop Edition,22999,PLN,Diesel,236881,2015,Manualna,2.0
Opel,Opel Meriva 1.4 T Cosmo,20900,PLN,Benzyna,155214,2011,Manualna,1.4
Opel,Opel Astra 1.4 T Enjoy,24900,PLN,Benzyna,202500,2015,Manualna,1.4
Jeep,Jeep Grand Cherokee,91000,PLN,Benzyna+LPG,174000,2019,Automatyczna,NULL
Kia,Kia Rio 1.2 L,22990,PLN,Benzyna,160556,2015,Manualna,1.2
Jeep,Jeep Grand Cherokee,190650,PLN,Benzyna,76709,2022,Automatyczna,NULL
Alfa Romeo,Alfa Romeo Giulietta 1.4 TB Progression,30900,PLN,Benzyna,121603,2013,Manualna,1.4
Peugeot,Peugeot 308,15999,PLN,Diesel,279000,2014,Manualna,NULL
Opel,Opel Corsa,14900,PLN,Benzyna,191700,2012,Manualna,NULL
Skoda,Skoda Octavia 2.0 TDI DSG Ambition,65700,PLN,Diesel,29000,2023,Automatyczna,2.0
Citroën,Citroën C4 Grand Picasso,8999,PLN,Benzyna+LPG,258321,2007,Manualna,NULL
Seat,Seat Leon 1.5 TSI FR,53700,PLN,Benzyna,58000,2021,Manualna,1.5
Ford,Ford Focus 1.5 EcoBoost Titanium,35900,PLN,Benzyna,106699,2019,Manualna,1.5
DS Automobiles,DS Automobiles DS 4,35900,PLN,Diesel,128100,2017,Automatyczna,NULL
Renault,Renault Megane 1.6 16V Generation,14400,PLN,Benzyna,237037,2010,Manualna,1.6
Citroën,Citroën C4 Picasso 1.8 16V Style,9000,PLN,Benzyna,220000,2007,Manualna,1.8
Opel,Opel Astra 1.6 SIDI Turbo Automatik Innovation,29500,PLN,Benzyna,139560,2014,Automatyczna,1.6
BMW,BMW Seria 4 435i xDrive M Sport,92500,PLN,Benzyna,169500,2015,Automatyczna,NULL
Hyundai,Hyundai i40,25800,PLN,Diesel,246531,2017,Manualna,NULL
Renault,Renault Twingo,19900,PLN,Benzyna,158900,2014,Manualna,NULL
Fiat,Fiat 500 1.2 Lounge,16900,PLN,Benzyna,142680,2009,Manualna,1.2
Ford,Ford Tourneo Connect Grand,39999,PLN,Diesel,130000,2015,Manualna,NULL
Toyota,Toyota C-HR,149900,PLN,Hybryda Plug-in,15321,2025,Automatyczna,NULL
Opel,Opel Zafira 1.8 Cosmo,15500,PLN,Benzyna+LPG,222000,2008,Manualna,1.8
Mazda,Mazda CX-3 1.5 D Skypassion i-ELoop AWD,44900,PLN,Diesel,154564,2015,Manualna,1.5
Citroën,Citroën C4 PureTech 130 Stop & Start EAT6 Selection,22400,PLN,Benzyna,112000,2015,Automatyczna,NULL
Audi,Audi A5 Sportback,103900,PLN,Benzyna,92000,2020,Automatyczna,NULL
Audi,Audi Q3 Sportback 35 TFSI mHEV S tronic,213940,PLN,Benzyna,1,2026,Automatyczna,NULL
Seat,Seat Exeo 2.0 TDI DPF Style,13500,PLN,Diesel,293600,2011,Manualna,2.0
Peugeot,Peugeot 508 1.6 BlueHDi Active S&S,27500,PLN,Diesel,239500,2016,Manualna,1.6
Opel,Opel Corsa,12900,PLN,Benzyna,237158,2014,Manualna,NULL
Volvo,Volvo XC 60,164900,PLN,Diesel,35500,2024,Automatyczna,NULL
Opel,Opel Corsa,20900,PLN,Benzyna,86746,2013,Manualna,NULL
Porsche,Porsche Macan,144900,PLN,Benzyna,84000,2019,Automatyczna,NULL
Volvo,Volvo XC 90,179900,PLN,Hybryda,119000,2021,Automatyczna,NULL
Volkswagen,Volkswagen Tiguan Allspace 2.0 TSI 4Mot R-Line DSG,134950,PLN,Benzyna,107156,2023,Automatyczna,2.0
Kia,Kia Picanto 1.2 ISG Dream-Team Edition,17500,PLN,Benzyna+LPG,198000,2015,Manualna,1.2
Kia,Kia Sorento,44500,PLN,Diesel,226000,2014,Automatyczna,NULL
Skoda,Skoda Superb 1.8 TSI L&K DSG,73500,PLN,Benzyna,140685,2018,Automatyczna,1.8
Mazda,Mazda CX-5,15900,PLN,Benzyna,172000,2016,Manualna,NULL
Opel,Opel Astra,2000,PLN,Diesel,444400,2000,Manualna,NULL
Ford,Ford Focus 2.0 EcoBlue STart-Stopp-System ST-LINE,49999,PLN,Diesel,173500,2018,Manualna,2.0
Land Rover,Land Rover Range Rover Evoque TD4 HSE,40900,PLN,Diesel,128000,2016,Automatyczna,NULL
DS Automobiles,DS Automobiles DS 7 1.5 BlueHDi Performance Line,123900,PLN,Diesel,39600,2023,Automatyczna,1.5
Honda,Honda FR-V,1999,PLN,Diesel,312000,2005,Manualna,NULL
Seat,Seat Leon 2.0 TDI DPF DSG FR,43900,PLN,Diesel,198345,2017,Automatyczna,2.0
Mitsubishi,Mitsubishi ASX,10900,PLN,Diesel,231000,2011,Manualna,NULL
Kia,Kia Sportage,13100,PLN,Diesel,195000,2013,Manualna,NULL
Opel,Opel Corsa 1.2 16V Edition / Active,14500,PLN,Benzyna,197000,2015,Manualna,1.2
Cupra,Cupra Formentor 2.0 TSI 4Drive VZ DSG,132990,PLN,Benzyna,42000,2023,Automatyczna,2.0
Toyota,Toyota Auris,25900,PLN,Hybryda,116000,2013,Automatyczna,NULL
Nissan,Nissan X-Trail,179900,PLN,Hybryda,2900,2025,Automatyczna,NULL
Volvo,Volvo XC 60,209900,PLN,Benzyna,16978,2025,Automatyczna,NULL
Cupra,Cupra Formentor 2.0 TSI 4Drive VZ DSG,144990,PLN,Benzyna,44000,2024,Automatyczna,2.0
Nissan,Nissan Qashqai 2.0 360,35700,PLN,Benzyna,109190,2012,Manualna,2.0
BMW,BMW Seria 5 520d Efficient Dynamics Luxury Line sport,69900,PLN,Diesel,224500,2018,Automatyczna,NULL
Nissan,Nissan Qashqai 1.6 DIG-T 360,28500,PLN,Benzyna,110000,2015,Manualna,1.6
Mercedes-Benz,Mercedes-Benz Klasa E 300 de PHEV 4-Matic AMG 9G-Tronic,319900,PLN,Hybryda Plug-in,14438,2025,Automatyczna,NULL
Renault,Renault Trafic L2H1,9900,PLN,Diesel,424882,2014,Manualna,NULL
Mazda,Mazda CX-3 SKYACTIV-D 105 FWD Exclusive-Line,41900,PLN,Diesel,142000,2017,Manualna,NULL
BMW,BMW X1 xDrive20i Sport Line,34900,PLN,Benzyna,91562,2016,Automatyczna,NULL
Renault,Renault Symbioz,90000,PLN,Hybryda,36000,2025,Automatyczna,NULL
Ford,Ford Tourneo Custom,187944,PLN,Diesel,23000,2025,Automatyczna,NULL
Audi,Audi A4 Limousine,9999,PLN,Benzyna,200917,2002,Manualna,NULL
BMW,BMW X5,139999,PLN,Diesel,148000,2016,Automatyczna,NULL
Toyota,Toyota C-HR 2.0 Hybrid GR Sport,107000,PLN,Hybryda,28008,2022,Automatyczna,2.0
Audi,Audi A5 Sportback 2.0 TDI design,77999,PLN,Diesel,147618,2017,Manualna,2.0
BYD,BYD Seal U,139900,PLN,Hybryda Plug-in,10,2026,Automatyczna,NULL
Volkswagen,Volkswagen T-Roc 2.0 TDI SCR 4MOTION DSG Sport,69999,PLN,Diesel,177410,2018,Automatyczna,2.0
Renault,Renault Laguna 2.0 Confort Authentique,3500,PLN,Benzyna,188600,2004,Manualna,2.0
Volvo,Volvo XC 60,204900,PLN,Benzyna,24096,2025,Automatyczna,NULL
Jaguar,Jaguar XE 2.0 D Prestige,39900,PLN,Diesel,110000,2016,Automatyczna,2.0
Suzuki,Suzuki Vitara 1.0 Boosterjet Allgrip Comfort,28900,PLN,Benzyna,175000,2019,Manualna,1.0
Opel,Opel Mokka 1.2 DI Turbo Edition,29900,PLN,Benzyna,21000,2024,Manualna,1.2
Skoda,Skoda Octavia 1.5 TSI ACT Ambition,78990,PLN,Benzyna,54000,2022,Manualna,1.5
Audi,Audi A6 Allroad,59999,PLN,Diesel,288000,2017,Automatyczna,NULL
Opel,Opel Zafira 1.6 Edition,8900,PLN,Benzyna,232000,2009,Manualna,1.6
Audi,Audi A5 Cabrio,36000,PLN,Diesel,206000,2009,Manualna,NULL
Kia,Kia Rio 1.2 Start,13900,PLN,Benzyna,220000,2015,Manualna,1.2
Tesla,Tesla Model S,74900,PLN,Elektryczny,189711,2016,Automatyczna,NULL
Ford,Ford EcoSport 1.0 EcoBoost GPF Titanium ASS,29900,PLN,Benzyna,107450,2016,Manualna,1.0
BMW,BMW Seria 4 440i xDrive Sport-Aut M Sport,124900,PLN,Benzyna,98000,2018,Automatyczna,NULL
Volkswagen,Volkswagen T-Cross,11900,PLN,Benzyna,112000,2021,Manualna,NULL
Toyota,Toyota Corolla,11000,PLN,Benzyna,276300,2006,Manualna,NULL
Mercedes-Benz,Mercedes-Benz Klasa C,67800,PLN,Benzyna,127700,2017,Automatyczna,NULL
Peugeot,Peugeot 207,5400,PLN,Benzyna,203000,2007,Manualna,NULL
Opel,Opel Astra 1.4 Turbo Start/Stop Innovation,42900,PLN,Benzyna,72500,2018,Manualna,1.4
Volvo,Volvo XC 60,219900,PLN,Benzyna,25000,2025,Automatyczna,NULL
BMW,BMW Seria 5 530d xDrive,49900,PLN,Diesel,199818,2016,Automatyczna,NULL
Chevrolet,Chevrolet Camaro 3.6 V6 Coupe 2LT,64999,PLN,Benzyna+LPG,109541,2014,Automatyczna,3.6
Citroën,Citroën C4 e-HDi 115 ETG6 Exclusive,27900,PLN,Diesel,216000,2017,Automatyczna,NULL
Mazda,Mazda 3 SKYACTIV-D 105 Center-Line,24900,PLN,Diesel,221000,2016,Manualna,NULL
Renault,Renault Kangoo 1.2 TCE Business,32900,PLN,Benzyna,155000,2018,Manualna,1.2
Ford,Ford Grand C-MAX 1.0 EcoBoost Start-Stopp-System Champions Edition,18999,PLN,Benzyna,165874,2013,Manualna,1.0
Ford,Ford Fiesta 1.25 Trend EU5,15000,PLN,Benzyna,88500,2011,Manualna,1.2
Infiniti,Infiniti Q50 Q50(S) AWD Sport Tech,87000,PLN,Hybryda,233793,2018,Automatyczna,NULL
Kia,Kia Ceed 1.4 M,44444,PLN,Benzyna,99900,2019,Manualna,1.4
Seat,Seat Leon 1.6 Signo,5500,PLN,Benzyna,153183,2003,Manualna,1.6
Audi,Audi A7 Sportback 3.0 TDI Multitronic,38000,PLN,Diesel,312000,2012,Automatyczna,3.0
Peugeot,Peugeot 2008 PureTech 110 Stop&Start EAT6 GT-Line Edition,38900,PLN,Benzyna,92000,2019,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa C 180 7G-TRONIC,67000,PLN,Benzyna,190000,2016,Automatyczna,NULL
Kia,Kia Ceed 1.6 CRDi mHEV M,46900,PLN,Diesel,153870,2021,Manualna,1.6
Audi,Audi SQ5,310534,PLN,Benzyna,1,2026,Automatyczna,NULL
Kia,Kia Sportage 1.6 GDI S 2WD,35500,PLN,Benzyna,205681,2015,Manualna,1.6
Mercedes-Benz,Mercedes-Benz AMG GT 43,370850,PLN,Benzyna,81613,2022,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz GLC 220 d 4-Matic,254980,PLN,Diesel,1,2026,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz GLE 400 d 4-Matic Premium Plus,403117,PLN,Diesel,1,2026,Automatyczna,NULL
Kia,Kia Ceed 1.5 T-GDI M,61600,PLN,Benzyna,106000,2022,Manualna,1.5
Seat,Seat Ibiza 1.4 16V Passion,12800,PLN,Benzyna,199000,2009,Manualna,1.4
BMW,BMW Seria 3 320d xDrive Sport Line,34000,PLN,Diesel,320000,2016,Automatyczna,NULL
Dacia,Dacia Sandero,45900,PLN,Benzyna+LPG,67000,2021,Manualna,NULL
Toyota,Toyota Corolla 1.5 Comfort MS,59900,PLN,Benzyna,104316,2022,Automatyczna,1.5
Audi,Audi Q3 45 TFSI Quattro S tronic,136000,PLN,Benzyna,13000,2024,Automatyczna,NULL
BMW,BMW Seria 3 335i xDrive M Sport,69900,PLN,Benzyna,198100,2016,Automatyczna,NULL
Fiat,Fiat 500 1.2 Pop-Star,18800,PLN,Benzyna,130000,2011,Manualna,1.2
Audi,Audi Q5,272900,PLN,Benzyna,1,2026,Automatyczna,NULL
Ford,Ford Fiesta 1.25 Champions Edition,16800,PLN,Benzyna,131000,2011,Manualna,1.2
Opel,Opel Meriva 1.4 Edition,22600,PLN,Benzyna,151000,2013,Manualna,1.4
Fiat,Fiat Tipo 1.4 16V Easy,29800,PLN,Benzyna,140000,2016,Manualna,1.4
Fiat,Fiat Bravo 1.4 16V Lounge,17700,PLN,Benzyna,180000,2012,Manualna,1.4
Fiat,Fiat Scudo,42500,PLN,Diesel,244000,2015,Manualna,NULL
Opel,Opel Insignia 2.0 CDTI EcoFLEX S&S,20500,PLN,Diesel,252000,2014,Manualna,2.0
Audi,Audi A3 Sportback 2.0 TDI DPF quattro Ambition,10900,PLN,Diesel,249225,2007,Manualna,2.0
Skoda,Skoda Yeti 1.2 TSI 4x2 Joy DSG,35900,PLN,Benzyna,139000,2016,Automatyczna,1.2
Renault,Renault Clio (Energy) TCe 90 Bose Edition,25800,PLN,Benzyna,131000,2015,Manualna,NULL
Opel,Opel Astra 1.4 T Cosmo,15200,PLN,Benzyna,243000,2012,Manualna,1.4
Dacia,Dacia Dokker 1.2 TCe Stepway,31700,PLN,Benzyna,140000,2018,Manualna,1.2
Fiat,Fiat 500 1.2 Lounge,22900,PLN,Benzyna,142000,2013,Manualna,1.2
Mercedes-Benz,Mercedes-Benz Inny,60000,PLN,Diesel,42144,1966,Manualna,NULL
Opel,Opel Astra 1.4 Turbo ecoFLEX Start/Stop Innovation,24800,PLN,Benzyna,173000,2014,Manualna,1.4
Ford,Ford Kuga 2.0 TDCi Trend,18800,PLN,Diesel,272797,2010,Manualna,2.0
Audi,Audi Q8 50 TDI mHEV Quattro Black Edition Tiptronic,330000,PLN,Diesel,76000,2023,Automatyczna,NULL
Kia,Kia Ceed 1.6 CRDi 128 Dream Team Edition,24900,PLN,Diesel,244000,2015,Manualna,1.6
Fiat,Fiat Doblo,19900,PLN,Benzyna,203031,2015,Manualna,NULL
Toyota,Toyota Hilux,139000,PLN,Diesel,200,2026,Automatyczna,NULL
Citroën,Citroën C5 2.0 HDi Exclusive,22000,PLN,Diesel,250000,2014,Manualna,2.0
Ford,Ford Tourneo Connect Grand 2.0 EcoBlue Active,129900,PLN,Diesel,32000,2024,Automatyczna,2.0
Renault,Renault Captur 1.0 TCe Techno,70900,PLN,Benzyna+LPG,31084,2023,Manualna,1.0
Opel,Opel Mokka 1.4 Turbo ecoFLEX Start/Stop 4x4 Innovation,35990,PLN,Benzyna,139537,2014,Manualna,1.4
Leapmotor,Leapmotor T03 37.3kWh,73900,PLN,Elektryczny,1,2026,Automatyczna,7.3
Leapmotor,Leapmotor B10 67.1kWh PROMAX Design,125700,PLN,Elektryczny,1,2026,Automatyczna,7.1
MINI,MINI Countryman C mHEV Linia Favoured,192800,PLN,Benzyna,6,2026,Automatyczna,NULL
Opel,Opel Astra 1.4 Turbo Innovation,44000,PLN,Benzyna,108000,2018,Manualna,1.4
DS Automobiles,DS Automobiles DS 7 Crossback,89700,PLN,Hybryda Plug-in,123300,2021,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa S 400 d 4-Matic AMG Line 9G-TRONIC,419900,PLN,Diesel,77665,2022,Automatyczna,NULL
Mazda,Mazda MX-5,29700,PLN,Benzyna,172315,1997,Manualna,NULL
Skoda,Skoda Fabia 1.2 TSI COOL EDITION,15900,PLN,Benzyna,193000,2014,Manualna,1.2
Chevrolet,Chevrolet Express,85000,PLN,Benzyna,200000,2007,Automatyczna,NULL
Fiat,Fiat Fiorino 1.3 Multijet 16V Lounge,35547,PLN,Diesel,105490,2020,Manualna,1.3
Skoda,Skoda Superb 1.5 TSI ACT Style,73800,PLN,Benzyna,90100,2019,Manualna,1.5
BMW,BMW Seria 3 320d Luxury Line,49000,PLN,Diesel,274591,2016,Automatyczna,NULL
Opel,Opel Frontera 1.2 T mHEV GS eDTC6,99900,PLN,Benzyna,2,2026,Automatyczna,1.2
Kia,Kia Sportage 1.6 CRDI GT Line 2WD DCT,53900,PLN,Diesel,173000,2018,Automatyczna,1.6
BMW,BMW X5,226890,PLN,Hybryda Plug-in,75953,2022,Automatyczna,NULL
Jetour,Jetour X70 Plus,144900,PLN,Benzyna,1,2026,Automatyczna,NULL
Mitsubishi,Mitsubishi Colt 1.3 Intense,6700,PLN,Benzyna,260000,2011,Manualna,1.3
BMW,BMW Seria 2,85999,PLN,Benzyna,94850,2015,Automatyczna,NULL
Ford,Ford Ranger Raptor,219900,PLN,Diesel,46000,2024,Automatyczna,NULL
BMW,BMW X5 xDrive25d sport,175900,PLN,Diesel,72000,2021,Automatyczna,NULL
Seat,Seat Leon 1.5 EcoTSI Evo FR S&S,58900,PLN,Benzyna,82500,2019,Manualna,1.5
Volvo,Volvo XC 60 T8 AWD Plug-In Hybrid R-Design,124900,PLN,Hybryda Plug-in,110403,2018,Automatyczna,NULL
Peugeot,Peugeot 3008 225 e-EAT8 GT,79900,PLN,Hybryda Plug-in,139800,2021,Automatyczna,NULL
Nissan,Nissan Patrol,32500,PLN,Diesel,206000,1998,Manualna,NULL
Lexus,Lexus RC F Carbon,388850,PLN,Benzyna,113450,2020,Automatyczna,NULL
Opel,Opel Corsa 1.2 Edition S&S,69900,PLN,Benzyna,2,2026,Manualna,1.2
BMW,BMW Seria 5 520d xDrive mHEV,229000,PLN,Diesel,41192,2023,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa E 220 d 4-Matic Avantgarde,189000,PLN,Diesel,40000,2023,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa G AMG 63,888900,PLN,Benzyna,6957,2024,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa G AMG 63,799900,PLN,Benzyna,14311,2022,Automatyczna,NULL
BYD,BYD Atto 2,104900,PLN,Hybryda Plug-in,10,2026,Automatyczna,NULL
